"id"	"institute"	"town"	"socken"	"harad"	"diocese"	"shape"	"year"
"NM174995"	"Nordiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"0"
"NM174994"	"Nordiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"1652"
"NM174992"	"Nordiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"?1619"
"NM175001"	"Nordiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"0"
"NM174988"	"Nordiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"1691"
"NM186040"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM175000"	"Nordiska museet"	"Dalarna"	"0"	""	"Dalarna"	"paddle"	"0"
"NM174971"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174983"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174944"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174978"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174959"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174963"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174967"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM175044"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM175022"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1718"
"NM175037"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1640"
"NM175036"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, hexagonal"	"0"
"NM175031"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1647"
"NM175032"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, hexagonal"	"1672"
"NM175045"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, heptagonal"	"0"
"NM175029"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, hexagonal"	"1669"
"NM175028"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1642"
"NM45603"	"Nordiska museet"	"Jämtland"	"Klövsjö"	""	"Jämtland"	"paddle"	"1666, 1684, 1689"
"NM4968"	"Nordiska museet"	"Härjedalen"	"Tännäs"	""	"Härjedalen"	"sword"	"0"
"NM175063"	"Nordiska museet"	"Norway"	"0"	"0"	"Norway"	"sword"	"0"
"NM101119"	"Nordiska museet"	"Värmland"	"Sunne"	"Fryksdals härad"	"Karlstad, Värmland"	"paddle"	"1412"
"NM175040"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"NM175051"	"Nordiska museet"	"0"	"0"	"0"	"0"	"bear spear, round"	"0"
"NM175062"	"Nordiska museet"	"0"	"0"	"0"	"0"	"axe"	"0"
"NM175059"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM45602"	"Nordiska museet"	"Jämtland"	"Bergs socken"	"0"	"Uppsala"	"sword"	"1637"
"NM227799"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174968"	"Nordiska museet"	"Västergötland"	"0"	"0"	"Skara"	"sword"	"1646"
"NM124227"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1683"
"NM228534"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM249534"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM185519"	"Nordiska museet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM253758"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"NM6973"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"NM23122"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"1811"
"NM175043"	"Nordiska museet"	"Dalarna"	"0"	""	"Dalarna"	"staff"	"0"
"NM151153"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff"	"0"
"NM30215"	"Nordiska museet"	"Dalarna"	"Nå"	""	"Västerås"	"staff"	"1720, 1793"
"NM72168"	"Nordiska museet"	"0"	"Brunskog"	"Jösse härad"	"Åbo"	"staff"	"1717, 1719, 1735"
"NM15070"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, hexagonal"	"1704"
"NM88171"	"Nordiska museet"	"Värmland"	"Mangskog"	"Jösse härad"	"Värmland"	"staff, long handle"	"1784, 1791, 1792, 1793, 1804"
"NM30763"	"Nordiska museet"	"Kalmar"	"0"	"0"	"Kalmar"	"staff"	"1434"
"NM87546"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1684"
"NM228535"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff"	"1682, 1685"
"NM53385"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"NM144247"	"Nordiska museet"	"Uppland"	"0"	"0"	"Uppsala"	"staff, octagonal"	"0"
"NM58658"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, hexagonal"	"1640"
"NM148335"	"Nordiska museet"	"0"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1638"
"NM51416"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"NM138322"	"Nordiska museet"	"Närke"	"0"	"0"	"Närke"	"sword"	"0"
"NM154677"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM178176"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM178170"	"Nordiska museet"	"0"	"Fellingsbro"	"Fellingsbro härad"	"Västerås"	"sword"	"1679"
"NM30765"	"Nordiska museet"	"SL; Kalmar Län"	"0"	"0"	"Kalmar"	"staff, heptagonal"	"1595-1620"
"NM175050"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM11730"	"Nordiska museet"	"Västerbotten/Ångermanland"	"Bjurholm"	""	"Västerbotten/Ångermanland"	"sword"	"1666"
"NM23895"	"Nordiska museet"	"Medelpad"	"Attmar"	""	"Uppsala"	"sword, hexagonal"	"0"
"NM80504"	"Nordiska museet"	"Västmanland"	"Väster-Lövsta"	"Simtuna / Torstuna härader"	"Västerås"	"sword"	"0"
"NM62805"	"Nordiska museet"	"Östergötland"	"Josefina"	"0"	"Linköping"	"sword"	"0"
"NM77610"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM46312"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM63486"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1668"
"NM30767"	"Nordiska museet"	"Kalmar län, ?Öland"	"0"	"0"	"0"	"sword"	"0"
"NM33522"	"Nordiska museet"	"Östergötland"	"0"	"0"	"Linköping"	"sword"	"0"
"NM30768"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM398"	"Nordiska museet"	"Östergötland"	"0"	"0"	"Linköping"	"sword"	"0"
"NM45601"	"Nordiska museet"	"Medelpad"	"Borgsjö"	"0"	"Uppsala"	"sword"	"0"
"NM4655"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1669, 1715"
"NM175024"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword, hexagonal"	"1415"
"NM19622"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, hexagonal"	"0"
"NM37527"	"Nordiska museet"	"Småland"	"Ingatorps socken"	"0"	"Linköping"	"staff, heptagonal"	"0"
"NM174993"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM175005"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM174908"	"Nordiska museet"	"Kalmar Län"	"0"	"0"	"Linköping"	"sword"	"0"
"NM175070"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1709"
"NM175066"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM175048"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174986"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM9758"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1639"
"NM6972"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174917"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM174925"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM174924"	"Nordiska museet"	"Dalarna"	"0"	"0"	"Västerås"	"paddle"	"0"
"NM174911"	"Nordiska museet"	"Småland"	"0"	"Jösse härad"	"Finland / Värmlands Finnbygder"	"sword"	"1764"
"NM174906"	"Nordiska museet"	"Blekinge"	"Tvings socken"	"Medelstads härad"	"?Lund"	"sword"	"?1617"
"NM174903"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1543"
"NM174943"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174932"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174907"	"Nordiska museet"	"Gästrikland"	"0"	"0"	"0"	"sword"	"1654, 1663, 1693"
"NM175002"	"Nordiska museet"	"Norway"	"0"	"0"	"Norway"	"paddle"	"1651"
"NM174912"	"Nordiska museet"	"Värmland"	"Finnskoga"	"Älvdals härad"	"Karlstad, Värmland"	"sword"	"1734, 1748"
"NM174940"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1611"
"NM175072"	"Nordiska museet"	"0"	"0"	"0"	"0"	"book"	"0"
"NM175018"	"Nordiska museet"	"0"	"0"	"0"	"0"	"book"	"0"
"NM175076"	"Nordiska museet"	"0"	"0"	"0"	"0"	"book"	"0"
"NM174946"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword, long handle"	"0"
"NM174956"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword, long handle"	"0"
"NM174958"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174945"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174962"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword, long handle"	"0"
"NM30611"	"Nordiska museet"	"Östra fors, Dalarna"	"Malung"	""	"Dalarna"	"oval/split"	"1623, 1633"
"NM-okänd"	"Nordiska museet"	"?Västmanland"	"0"	"0"	"Skara"	"sword"	"0"
"NM utan nr"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"1671, 1678, 1680, 1681, 1682, 1684, 1699"
"NM174894"	"Nordiska museet"	"0"	"0"	"0"	"0"	"gunpowder horn"	"0"
"NM174926"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, round"	"1697"
"NM175035"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, round"	"1700s"
"NM175030"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, heptagonal"	"1653, 1657"
"NM13779"	"Nordiska museet"	"Søndre Bergenhus amt, Hardanger, Norway"	"0"	"Hardanger"	"Norway"	"sword"	"0"
"NM174920"	"Nordiska museet"	"Östergötland"	"0"	"0"	"Linköping"	"book"	"1678, 1681, 1686"
"NM175015"	"Nordiska museet"	"Östergötland"	"0"	"0"	"Linköping"	"book"	"late 1600s probably"
"NM174928"	"Nordiska museet"	"Uppland"	"0"	"0"	"Uppsala"	"book"	"1600s (the year 1412 is incorrect)"
"NM175017"	"Nordiska museet"	"Västergötland"	"Stenstorp"	"Gudhems härad"	"Skara"	"book"	"1626"
"NM175013"	"Nordiska museet"	"0"	"0"	"0"	"0"	"book"	"0"
"NM198990"	"Nordiska museet"	"0"	"0"	"0"	"0"	"book"	"0"
"NM175009"	"Nordiska museet"	"0"	"0"	"0"	"Åbo"	"book"	"1666"
"NM174936"	"Nordiska museet"	""	""	""	""	""	""
"NM175021"	"Nordiska museet"	"0"	"Öreryd"	"Mo härad"	"?Skara"	"staff, octagonal"	"0"
"NM175027"	"Nordiska museet"	"0"	"0"	"0"	"0"	"staff, octagonal"	"0"
"NM175023"	"Nordiska museet"	"0"	"0"	"0"	"?Västerås"	"staff, octagonal"	"0"
"NM89931"	"Nordiska museet"	"Älgmyra fund, Öja"	"Tjällmo"	"Finspånga läns härad"	"Östergötland"	"staff, octagonal"	"0"
"NM174970"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"0"
"NM174957"	"Nordiska museet"	"0"	"0"	"0"	"0"	"sword"	"?1722"
"NM25920"	"Nordiska museet"	"Kålilla, Dalarna"	"Älvdalen"	""	"Dalarna"	"paddle"	"1586"
"NM26072"	"Nordiska museet"	"Ormsö"	"0"	""	"Estonia"	"book"	"0"
"NM89901"	"Nordiska museet"	"0"	"0"	"0"	"Gammalsvenskby"	"book"	"1766"
"NM174942"	"Nordiska museet"	"0"	"0"	"0"	"Uppsala"	"sword"	"?1577"
"NM174969"	"Nordiska museet"	""	""	""	""	""	""
"NM174689"	"Nordiska museet"	""	""	""	""	""	""
"Gammelsvenskby 1827"	"Nordiska museet"	"0"	"0"	"0"	"Gammalsvenskby"	""	""
"Gammelsvenskby 1766"	"Nordiska museet"	"0"	"0"	"0"	"Gammalsvenskby"	""	""
"GM8751"	"Länsmuseum Gävleborg, Gävle"	"?Gävle"	"0"	"0"	"?Gästrikland"	"paddle"	"1641"
"GML67"	"Länsmuseum Gävleborg, Gävle"	"Dalarna"	"Orsa"	""	"Dalarna"	"staff, octagonal"	"?1740"
"GM6206"	"Länsmuseum Gävleborg, Gävle"	"0"	"0"	"0"	"0"	"paddle"	"0"
"GM265"	"Länsmuseum Gävleborg, Gävle"	"Svenskaby"	"Voxna"	""	"Hälsingland"	"paddle"	"1715"
"JLM198"	"Jamtli, Jämtlands Läns Museum"	"Härjedalen"	"Tännäs"	""	"Jämtland"	"box"	"1610"
"JLM1062"	"Jamtli, Jämtlands Läns Museum"	"Vana"	"Frösö"	""	"Jämtland"	"sword, long handle"	"1633"
"JLM1061"	"Jamtli, Jämtlands Läns Museum"	"0"	"Hammerdal"	"Hammerdals Tingslag"	"Jämtland"	"sword"	"1705"
"JLM1064"	"Jamtli, Jämtlands Läns Museum"	"0"	"Frösö"	""	"Jämtland"	"sword"	"1709"
"JLM1828"	"Jamtli, Jämtlands Läns Museum"	"Sem"	"Ås"	"Västbo härad"	"Jämtland"	"walking stick, round"	"0"
"JLM2227"	"Jamtli, Jämtlands Läns Museum"	"Hovdsjö"	"Nyhem"	""	"Jämtland"	"paddle"	"0"
"JLM1063"	"Jamtli, Jämtlands Läns Museum"	"0"	"0"	"0"	"0"	"paddle"	"0"
"JLM1060"	"Jamtli, Jämtlands Läns Museum"	""	""	""	""	"fancy walking stick"	""
"M136"	"Norrlands museer"	"Östra Tolbo"	"Delsbo"	""	"Hälsingland"	"staff, heptagonal"	"0"
"M137"	"Norrlands museer"	"0"	"0"	"0"	"0"	"paddle"	"1419"
"M138"	"Norrlands museer"	"0"	"0"	"0"	"0"	"paddle"	"1714"
"M139"	"Norrlands museer"	"0"	"0"	"0"	"0"	"sword"	"0"
"M15808"	"Norrlands museer"	"0"	"Lillhärdal"	""	"Härjedalen"	"washing paddle"	"1614"
"M6697"	"Norrlands museer"	"Vansta by"	"Bollnäs"	""	"Hälsingland"	"staff"	"0"
"M12314"	"Norrlands museer"	"0"	"0"	"0"	"0"	"staff, hexagonal"	"0"
"VM23115"	"Norrlands museer"	"0"	"Släp"	"Fjäre härad"	"Halland"	"staff, round"	"1700s probably"
"VM23116"	"Norrlands museer"	"0"	"Släp"	"Fjäre härad"	"Halland"	"staff, round"	"1700s probably"
"BLM222"	"Blekinge länsmuseum"	"0"	"0"	"0"	"0"	"walking stick, round"	"1660"
"BLM221"	"Blekinge länsmuseum"	"0"	"0"	"0"	"0"	"staff, round"	"1671"
"BLM11396"	"Blekinge länsmuseum"	"0"	"0"	"0"	"0"	"paddle"	"1657"
"BLM3566"	"Blekinge länsmuseum"	"0"	"0"	"0"	"0"	"walking stick, round"	"Late 1700s, early 1800s"
"BLM852"	"Blekinge länsmuseum"	"0"	"0"	"0"	"0"	"walking stick, round"	"0"
"BLM853"	"Blekinge länsmuseum"	"0"	"0"	"0"	"0"	"walking stick, round"	"0"
"BLM9864"	"Blekinge länsmuseum"	"0"	"0"	"0"	"0"	"fancy walking stick"	"1801"
"NM174916"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM174991"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM174898"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM174990"	"Nordiska museet"	"0"	"0"	"0"	"?Uppland"	"paddle"	"0"
"NM174989"	"Nordiska museet"	"0"	"0"	"0"	"?Uppland"	"paddle"	"0"
"NM3228"	"Nordiska museet"	"Gotland"	"Barlingsbo"	"0"	"Linköping"	"paddle"	"0"
"NM28816"	"Nordiska museet"	"0"	"Ljusdal"	""	"Hälsingland"	"paddle"	"?1655 (sekundärt?)"
"NM175004"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM174999"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"1714"
"NM174915"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM175003"	"Nordiska museet"	"0"	"0"	"0"	"0"	"paddle"	"0"
"NM228533"	"Nordiska museet"	"?Västergötland"	"0"	"0"	"0"	"sword"	"0"
"NM228536"	"Nordiska museet"	"?Södermanland"	"0"	"0"	"?Södermanland"	"staff, hexagonal"	"0"
"NM91672"	"Nordiska museet"	""	""	""	""	"sword"	""
"NM187548"	"Nordiska museet Ärkestiftet"	"Uppland"	"Ununge"	"Näringshundra härad"	"Uppsala"	"sword"	"0"
"NM174889"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"1500s"
"NM174891"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM174890"	"Nordiska museet Ärkestiftet"	"Uppland"	"Färentuna"	"Färentuna härad"	"Uppsala"	"sword"	"0"
"NM25371"	"Nordiska museet Ärkestiftet"	"0"	"Björklinge"	"Norunda härad"	"Uppsala"	"sword"	"1592"
"NM174887"	"Nordiska museet Ärkestiftet"	"Uppland"	"Munsö"	"Färentuna härad"	"Uppsala"	"sword"	"0"
"NM124225"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"1596"
"NM175061"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"staff"	"0"
"NM174919"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM174893"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"staff, hexagonal"	"0"
"NM4263"	"Nordiska museet Ärkestiftet"	"Uppland"	"Tegelsmora"	"Olands härad"	"Uppsala"	"sword, hexagonal"	"0"
"Rhezelius"	"?"	""	""	""	""	""	""
"Bureus 1599"	"?"	""	""	""	""	""	"1599"
"NM174892"	"Nordiska museet Ärkestiftet"	"Färentuna, Uppland"	"Hilleshög"	"Färentuna härad"	"Uppsala"	"staff"	"0"
"NM174888"	"Nordiska museet Ärkestiftet"	"Uppland"	"Hammarby"	"Vallentun härad"	"Uppsala"	"sword"	"0"
"NM49923"	"Nordiska museet Ärkestiftet"	"Uppland"	"Vassunda"	"Ärlinghundra härad"	"Uppsala"	"sword"	"?1650"
"NM4602"	"Nordiska museet Ärkestiftet"	"Roslagen"	"0"	"Roslagen"	"Uppsala"	"sword"	"?1755"
"NM174947"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM174951"	"Nordiska museet Ärkestiftet"	"?Småland"	"0"	"0"	"Linköping"	"sword"	"1500s-1600s"
"NM174953"	"Nordiska museet Ärkestiftet"	"?Småland"	"0"	"0"	"Linköping"	"sword"	"1500s"
"NM174950"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"NM174964"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"1600s"
"NM174948"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"1500s"
"NM174949"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"1500s"
"NM174961"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"1600c"
"NM174974"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"1500s"
"NM174977"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"1600s"
"NM174981"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"1642, 1671, 1655, 1667, 1701"
"NM174966"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"middle of the 1600s at the earliest"
"NM174975"	"Nordiska museet Ärkestiftet"	"?Småland"	"0"	"0"	"Strängnäs"	"sword, octagonal, long handle"	"0"
"NM174976"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"?Åbo"	"sword"	"0"
"NM174954"	"Nordiska museet Ärkestiftet"	"?Värmland/Dalsland"	"0"	"0"	"Skara"	"sw"	"0"
"NM174973"	"Nordiska museet Ärkestiftet"	"Finland"	"0"	"0"	"Åbo"	"staff, hexagonal"	"0"
"NM174980"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Strängnäs"	"sword"	"0"
"NM175041"	"Nordiska museet Ärkestiftet"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"NM175014"	"Nordiska museet Ärkestiftet"	"Uppland"	"Frötuna"	"Frötuna och Länna skeppslag"	"Uppsala"	"book"	"1570, 1708"
"NM15087"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"1634"
"NM49924"	"Nordiska museet Ärkestiftet"	"Uppland"	"Västland"	"Örbyhus härad"	"Uppsala"	"sword"	"0"
"NM20315"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM174982"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM174941"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM175058"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM15154"	"Nordiska museet Ärkestiftet"	"Uppland"	"0"	"0"	"Uppsala"	"sword"	"0"
"NM625"	"Linköping SL Nordiska Museet"	"SL; Södermanland"	"Vingåker"	"Oppunda härad"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM41245"	"Linköping SL Nordiska Museet"	"0"	"Sjögestad"	"Valkebo härad"	"Linköping"	"sword"	"1550"
"NM33940"	"Linköping SL Nordiska Museet"	"Bläckhult"	"Svinhult"	"Ydre härad"	"Linköping"	"sword"	"0"
"NM41243"	"Linköping SL Nordiska Museet"	"0"	"Torpa"	"Ydre härad"	"Linköping"	"sword"	"0"
"NM42204"	"Linköping SL Nordiska Museet"	"?Stufrätra"	"Vist"	"Hanekinds härad"	"Linköping"	"sword"	"0"
"NM175067"	"Linköping SL Nordiska Museet"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"NM175068"	"Linköping SL Nordiska Museet"	"0"	"0"	"0"	"Linköping"	"sword"	"0"
"NM175054"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"0"
"NM174931"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM42309"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1608"
"NM175046"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM62339"	"Linköping SL Nordiska Museet"	"SL; ?Gränna"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1603, 1628, 1753"
"NM175053"	"Linköping SL Nordiska Museet"	"?SL"	"0"	"0"	"0"	"staff, heptagonal"	"0"
"NM61576"	"Linköping SL Nordiska Museet"	"Östergötland"	"0"	"0"	"Östergötland"	"sword"	"0"
"NM174938"	"Linköping SL Nordiska Museet"	"Östergötland"	"0"	"0"	"Östergötland"	"staff, heptagonal"	"1718"
"NM174960"	"Linköping SL Nordiska Museet"	"?Östergötland"	"0"	"0"	"?Östergötland"	"sword"	"0"
"NM175069"	"Linköping SL Nordiska Museet"	"0"	"0"	"0"	"0"	"sword"	"1728"
"NM73665"	"Linköping SL Nordiska Museet"	"Småland"	"Vetlanda socken"	"Östra härad"	"Växjö (after 1569)"	"sword"	"0"
"NM174904"	"Linköping SL Nordiska Museet"	"0"	"0"	"0"	"0"	"_"	"_"
"NM40985"	"Linköping SL Nordiska Museet"	"SL"	"0"	"Vifolka härad"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM41244"	"Linköping SL Nordiska Museet"	"SL"	"Heda"	"Lysings härad"	"Linköping"	"staff, heptagonal"	"1595"
"NM174955"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"sword"	"1595-1620"
"NM48598"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM3855"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"sword"	"1598"
"NM175049"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595-1620"
"NM205447"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1617"
"NM174935"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"0"
"NM175033"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1611"
"NM175056"	"Linköping SL Nordiska Museet"	"SL"	"0"	"0"	"Linköping"	"staff, heptagonal"	"1595"
"IM160992"	"Västergötlands museum"	""	""	""	""	""	"1793"
"IM163038"	"Västergötlands museum"	"0"	"0"	"0"	"0"	"staff"	"1688"
"IM163039"	"Västergötlands museum"	"0"	"0"	"0"	"Skara"	"staff"	"1666"
"IM163040"	"Västergötlands museum"	"0"	"0"	"0"	"Skara"	"staff"	"0"
"IM163041"	"Västergötlands museum"	"0"	"0"	"0"	"Västerås"	"staff, octagonal"	"1672"
"IM163042"	"Västergötlands museum"	"Västergötland"	"Husaby"	"Kinnefjärdings härad"	"Västergötland"	"staff, octagonal"	"0"
"IM163044"	"Västergötlands museum"	""	""	""	""	""	""
"IM163045"	"Västergötlands museum"	""	""	""	""	""	""
"IM163046"	"Västergötlands museum"	""	""	""	""	""	""
"IM163047"	"Västergötlands museum"	""	""	""	""	""	""
"IM163048"	"Västergötlands museum"	""	""	""	""	""	""
"IM163050"	"Västergötlands museum"	""	""	""	""	""	""
"IM163051"	"Västergötlands museum"	""	""	""	""	""	"1730"
"IM163052"	"Västergötlands museum"	""	""	""	""	""	""
"IM163053"	"Västergötlands museum"	""	""	""	""	""	""
"IM163054"	"Västergötlands museum"	""	""	""	""	""	""
"IM163055"	"Västergötlands museum"	"0"	"0"	"0"	"Linköping"	"staff, hexagonal"	"0"
"IM167797"	"Västergötlands museum"	"NOT Skara"	"0"	"0"	"0"	"staff"	"1673"
"IM168089"	"Västergötlands museum"	""	""	""	""	""	""
